	ID	Locutor	Duração	F01m	F01v	F02m	F02v	F03m	F03v	F04m	F04v	Fdm	Fdv	Intensidade	F0m	F0v	SHRm	SHRv	CPPm	CPPv	H12m	H12v	H24m	H24v	H42km	H42kv	H2k5km	H2k5kv	tag	Posiçao	Fonetica	Fonologica	Ditongo	Palavra	Tonicidade	Precedente	Seguinte	Fechada	Silabas	Oral	LetraPre	LetraSeg	Sexo	Arquivo	CLASS_00	CLASS_01	CLASS_02	CLASS_03	CLASS_04	CLASS_05	CLASS_06	CLASS_07	CLASS_08	CLASS_09
298	298	5	-0.6568870217267355	-0.9029947938404639	-0.3609178106438555	1.3594358163050135	0.6894339887419565	1.1471750568504562	0.7647592271911982	1.5737352125622406	1.186838376666764	1.8067063756482034	1.1953887271982733	-0.9451886060157023	-1.0080652165271335	0.5591422990939368	-0.43169562031358805	0.11461308023416043	-0.759101633699545	-0.2715184176165526	0.019115971355625337	-0.01014680083421476	0.8395828222339573	-0.011448473212127643	-1.2976026069371787	0.02815838985109218	0.48004753244919895	0.017248145275659144	'e-engenharia-5-E-4'	1	'e'	'ʒe'	0	'engenharia'	'E'	'ʒ'	'NA'	0	5	1	'g'	'n'	'M'	'Locutor_0005M_M1_S'	0	1	1	1	0	0	0	0	0	0
299	299	5	-0.596740582027302	-0.17175618788253094	-0.5485203721916861	1.1796822802947668	-0.41846310915858703	-0.570712631673478	0.361292712648379	-0.00410364728931482	-0.3212248531808134	0.059397313392013464	-0.29107751306000934	-1.0258774153097516	0.3819353651935601	-0.553630464303459	1.7253580526582302	-0.6498537697731237	-0.20397691164240106	-0.48019222480744694	0.3266779349461967	-0.015324903882349009	0.566352693005584	-0.010593459595431046	-0.852211050375865	-0.00795374569395318	-0.3709519185458951	0.018625156565734435	'a-engenharia-5-E-3'	2	'a'	'ɲa'	0	'engenharia'	'E'	'ɲ'	'NA'	0	5	1	'h'	'r'	'M'	'Locutor_0005M_M1_S'	0	1	0	0	1	0	0	0	0	0
300	300	5	0.2497041145804746	-0.822120739942066	-0.3665320022477655	2.185124019913557	-0.3499453911377145	1.386416965986832	0.0413389276218774	0.6894768732218349	0.1451595506661987	0.9485863246169215	0.1504545965732958	-0.7806092316010336	-0.8128181059513484	0.5626551300699195	-0.6321880578328518	1.698899835095624	-0.8579285305595482	-0.7423740677985351	0.5930422915185651	1.6461885477240066	2.097825470824239	-0.01580145920069775	-1.2193389418910323	0.0258851796232023	0.5597982750033837	0.009856069904748268	'i-engenharia-5-T-0'	3	'i'	'ɾi'	0	'engenharia'	'T'	'ɾ'	'NA'	0	5	1	'r'	'a'	'M'	'Locutor_0005M_M1_S'	0	1	1	0	0	0	0	0	0	0
301	301	5	-0.5732175320129574	-0.5633262326897142	-0.5392260798409672	1.896979543795669	0.04794649884173827	1.5225197089167597	0.7057647021845966	1.737629255000576	1.7878027221982395	1.8351688803138286	1.8681747668780615	-1.0151012292601203	-0.6208669856133185	-0.6528025316276822	-0.9126619146742613	-0.8210412082554444	-0.8869690840429254	-0.48016917709693263	0.8715848251576667	0.019023126216463734	1.5320719444938162	-0.01337758625019681	-1.1056963871313483	0.011603064120032449	-0.005211089994031066	0.014295235691735774	'a-engenharia-5-O-2'	4	'a'	'a'	0	'engenharia'	'O'	'NA'	'NA'	0	5	1	'i'	'na'	'M'	'Locutor_0005M_M1_S'	0	0	0	0	0	0	0	0	0	0
302	302	5	-0.6796997233933296	-0.7729675800299001	-0.6819569896106706	1.108284945352665	-0.8571760181065472	0.16197653541596066	-0.17579345976523023	1.239615105861058	-0.20650510885537593	1.4458378642125624	-0.2521980112602922	-1.4208316281767726	-1.310354187534921	-0.4536424232229303	-0.16811445815632528	0.5719370027334043	-0.5101115525963849	0.32727858893104567	0.5863318326762977	0.0008368558906051579	-0.7056273927363526	-0.0220223524919917	-1.4680166735359397	-0.031049482572194812	-1.0333970257906864	0.0022714847737898875	'a-tenha-2-T-0'	0	'a'	'tẽ'	0	'tenha'	'T'	't'	'NA'	0	2	0	'na'	'e'	'M'	'Locutor_0005M_M1_S'	0	0	1	0	0	0	0	0	0	0
303	303	5	-0.16160535769038673	1.4943873639152412	-0.010899821308574352	0.5915080067976141	-0.7774135368306748	0.7369333760617621	-0.4202664994695981	0.47676121262747884	-0.6943645581372598	-0.10362771839383302	-0.6386279728191205	-1.5299860936661385	-0.8495058425286371	-0.7313845202526829	-0.7905761318230113	1.81552057877965	-0.698772201036281	-0.4110782672703157	0.6972421475060708	0.026880236551214062	-0.40221819501040346	0.0010609330541028364	-1.3494563559294181	0.014761028134567844	-0.9166512026989481	0.03803106549932687	'a-tenha-2-O-2'	1	'a'	'ɲa'	0	'tenha'	'O'	'ɲ'	'NA'	0	2	1	'h'	'na'	'M'	'Locutor_0005M_M1_S'	0	1	0	0	1	0	0	0	0	0
304	304	5	-0.40548779648624916	1.813209501818576	-0.24405760543116245	-0.153715387329597	-0.7327583664104339	1.0126223340887064	-0.4580341495129629	-0.5185996969172126	-0.7246145135166131	-1.1534383571816005	-0.6399624826057959	-0.7995757913814258	-1.1136015484932313	0.8837238688766206	-0.24865746322897814	0.6322928692812014	-0.6952510881305657	-0.7637092478558538	0.6130997875780138	0.04767239915920087	-0.19700504726589493	-0.009809045969645403	-0.6286635664414176	-0.007993685520985446	-0.7751994372990973	0.02132733585191316	'a-aparentemente-6-E-6'	0	'a'	'a'	0	'aparentemente'	'E'	'NA'	'NA'	0	6	1	'na'	'p'	'M'	'Locutor_0005M_M1_S'	0	0	0	0	0	0	0	0	0	0
305	305	5	-0.5760808502527041	1.537206133272753	-0.7645369445419605	-0.010032669814645711	-0.18080051935315805	1.5147555560636217	-0.7733346696769748	-0.3998937470689116	0.08174021673556421	-0.9406130521803541	0.22215792039241744	-0.034716452288856496	-0.8495058425286371	-0.7313845202526829	-0.3203417374111413	1.1869316419168898	-0.6370343764008325	-1.8753227006146544	0.800950313529402	0.029949947970345794	-0.6195055069481832	0.0037806757944721767	-1.2056555806548614	0.018437957530736165	-0.9798258277603339	0.04198493718282034	'a-aparentemente-6-E-5'	1	'a'	'pa'	0	'aparentemente'	'E'	'p'	'NA'	0	6	1	'p'	'r'	'M'	'Locutor_0005M_M1_S'	0	0	1	0	0	0	0	0	0	0
306	306	5	-0.4762506680162883	-0.7299933203133099	-0.5678775094719754	2.0742263828004104	-0.5145325756387108	0.7673330270829211	-0.34992962094413577	1.1872630170797587	-0.6969536792586086	1.3809729537374713	-0.6531264020543474	-0.28527193607467966	0.5898430164340718	-0.10978186994040397	-0.5882430023403835	1.301513467383376	-0.8516564668594346	-1.1719192497558382	0.4476936241676521	-0.06970019844613108	1.815853569137468	-0.020594676215878203	-1.0415398538763123	-0.0032463622336166213	1.8137855780655168	0.005217386979760902	'en-aparentemente-6-E-4'	2	'en'	'ɾẽɪ̃'	0	'aparentemente'	'E'	'ɾ'	'ɪ'	1	6	0	'r'	'n'	'M'	'Locutor_0005M_M1_S'	0	1	1	0	0	1	1	0	1	1
307	307	5	-0.8929628752819709	-0.6922590743123228	-0.5890593874339594	1.1279734958472427	0.855815732418677	0.157608328263266	0.5350044266498795	-0.7822605031402343	-1.0515558616971827	-0.47790071625693903	-1.185637276577322	-0.9523005284157727	-0.8495058425286371	-0.7313845202526829	0.977645187752482	0.10373094027170297	-1.02559315547187	-0.8104338519423651	0.5863318326762977	0.0008368558906051579	-0.7056273927363526	-0.0220223524919917	-1.4680166735359397	-0.031049482572194812	-1.0333970257906864	0.0022714847737898875	'i-aparentemente-6-E-3'	3	'i'	'te'	0	'aparentemente'	'E'	't'	'NA'	0	6	1	't'	'm'	'M'	'Locutor_0005M_M1_S'	0	0	1	0	0	0	0	0	0	0
308	308	5	0.5271989478681435	-0.7904194738227953	0.43955478129478215	0.4687307441824227	1.621010221554078	0.2505269225302545	0.39655665089928877	-0.28329705612423856	1.8838890355610056	0.02565367006408777	1.876059073103614	-0.6494523774569025	-0.21610925669234712	7.754222990144488	-0.19676156375594375	0.3529125831519714	-0.8606535965303498	0.08615377089796962	0.3584071925396983	-0.020082173434513483	1.2965750285583053	-0.014785396410725803	-0.8910390499171204	-0.012031561144150283	0.32150953645623626	0.012236484551090833	'en-aparentemente-6-T-0'	4	'en'	'mẽɪ̃'	0	'aparentemente'	'T'	'm'	'ɪ'	1	6	0	'm'	'n'	'M'	'Locutor_0005M_M1_S'	0	1	1	0	1	1	1	0	1	1
309	309	5	-0.4679879136420516	-0.18611842757493166	1.0533721967908798	1.4791133817265247	-0.6271475081621305	1.1916012279584034	-0.5756643403262163	0.5564654536556758	-0.30970733924560323	0.5898067995791147	-0.19141174637382372	-0.6201227315236473	-0.7217794359346308	1.1180630975369286	-0.9126619146742613	-0.8210412082554444	-0.8562489795795659	0.7203386066567959	2.8785182860330334	0.0032940808717786246	0.21867532763217418	-0.018157192214204716	-0.5041575776702869	-0.019550704385022353	0.6665838278927751	0.009251280819564358	'e-realmente-4-E-4'	0	'e'	'Xe'	0	'realmente'	'E'	'X'	'NA'	0	4	1	'r'	'a'	'M'	'Locutor_0005M_M1_S'	0	0	0	0	0	0	0	0	0	0
310	310	5	-0.6881798878091054	0.2920640503741786	-0.011210255624008543	-0.28334107611048714	-0.4403737977058261	0.4075514971340829	1.6730170885186337	0.30186998699822604	0.4669526151224411	0.17524168549311742	0.42480534543790954	0.4060219160990397	-0.5792319913583095	-0.09990858534031367	-0.9126619146742613	-0.8210412082554444	-0.4914984497232773	-1.3550110847520394	1.4892479171490942	0.002967781915265167	-0.44880708500212757	-0.011292245584528264	1.7725952775446547	-0.02843562053276273	-0.35137709347549234	0.010131509471604608	'au-realmente-4-E-3'	1	'au'	'aʊ'	1	'realmente'	'E'	'NA'	'NA'	1	4	1	'e'	'm'	'M'	'Locutor_0005M_M1_S'	0	0	0	0	0	0	0	0	0	0
311	311	5	-0.31787369650403985	-0.7417185191023999	0.7394420961550701	1.0715957843190413	1.2996551458761145	0.49193761285419074	0.4258928249898614	-0.1421993130092595	1.1676293947744498	0.1398970997488105	0.9932303671208818	0.46472702287624584	-0.5889214954729811	-0.30043928811048987	-0.9126619146742613	-0.8210412082554444	-0.5771684918939863	0.4558512365446665	0.673656154311678	0.0593799236516882	1.0682533981413371	-0.018902995034059376	-0.45701709096940657	-0.02125359776653263	1.5803348098198107	0.005784348827355815	'en-realmente-4-T-0'	2	'en'	'mẽɪ̃'	0	'realmente'	'T'	'm'	'ɪ'	1	4	0	'm'	'n'	'M'	'Locutor_0005M_M1_S'	0	1	1	0	1	1	1	0	1	1
312	312	5	-0.6030165967045056	-0.8004234881597322	0.23189299411493292	-0.9317440458138321	0.5945981239823563	0.05577185480260055	-0.5250663976610945	0.63630016142164	0.008860986076682925	0.8907832344670051	-0.14540310721716346	-0.8147228280324884	-0.42004868953293484	-0.3731231351041354	-0.9126619146742613	-0.8210412082554444	-0.8938241051530873	-0.22487867216754703	1.4220189611364626	0.0035051011581289622	0.2570360012372725	-0.014316096982989069	1.0949218579459425	-0.028314458497162215	0.1257923354237497	0.005997973116655711	'u-uma-2-T-0'	0	'u'	'ũ'	0	'uma'	'T'	'NA'	'NA'	0	2	1	'na'	'm'	'M'	'Locutor_0005M_M1_S'	0	0	0	0	0	0	0	0	0	0
313	313	5	-0.8546637805918603	-1.6292836560141242	2.525113858500107	-0.7572312076961718	4.6884751881373	0.43716931878896176	-0.02095055424336302	-1.0395137279769713	2.5293553383755136	-0.3738693948802383	2.2769008203514827	-0.6855255219338053	-0.8495058425286371	-0.7313845202526829	-0.9126619146742613	-0.8210412082554444	-0.8820042312748902	-0.6375921444926904	0.7240929824684706	0.0268395788315324	0.12398734333616697	-0.007300682058662603	-0.5145203899801211	-0.007340401325918546	-0.979334822920972	0.04039256395361809	'a-uma-2-O-2'	1	'a'	'ma'	0	'uma'	'O'	'm'	'NA'	0	2	1	'm'	'na'	'M'	'Locutor_0005M_M1_S'	0	1	1	0	1	0	0	0	0	0
314	314	5	-0.2898571105145626	-0.9874867989950115	0.9750237754867173	-0.39916353590947	1.4798406909493742	0.9167783285780433	0.46498348799653494	0.519976355814106	1.0511384134253225	0.8506928433415947	0.6946851321379562	-0.2916274330985565	-0.6448908842943079	0.6615734737698362	-0.9087200458855469	2.173815458441112	-0.5736713781211613	-0.9090990331327652	0.4901912769020157	-0.06992184149435667	1.2986505078282782	-0.012574426946074411	-0.06175498328926041	-0.013231180438519213	-1.121008960831312	-0.061744801811571305	'u-mudança-3-E-3'	0	'u'	'mu'	0	'mudança'	'E'	'm'	'NA'	0	3	1	'm'	'd'	'M'	'Locutor_0005M_M1_S'	0	1	1	0	1	0	0	0	0	0
315	315	5	0.15391955883162084	-0.4066536379946055	0.20277218988187717	0.42030105584916316	0.06361465840694865	1.465974474449311	1.2721794788630432	1.2453478356172643	1.1255861734761783	1.3163295052178703	1.367878371909224	0.22409162629692753	1.5551569990891285	-0.1430576584184214	-0.9126619146742613	-0.8210412082554444	-0.6760219492361227	-0.6304713450509503	0.6245813890006129	0.17118806292366234	0.682516024947886	-0.013020769665288395	0.3453107750909885	-0.01882225781317026	-0.44785784846743504	0.022994021224770556	'an-mudança-3-T-0'	1	'an'	'dɐ͂'	0	'mudança'	'T'	'd'	'NA'	1	3	0	'd'	'n'	'M'	'Locutor_0005M_M1_S'	0	1	1	0	0	0	0	0	0	0
316	316	5	0.7590695624857081	-1.0355075067818	-0.09321774648181248	1.9511537232981533	-0.5737468729799078	1.4897095582245685	0.1300857722434658	0.8754200409895101	0.6755061110062762	1.2013413315855157	0.7039869132980943	-0.8237622408079294	-0.781060884610115	1.4140630895380193	-0.8791709434597188	3.7060555952159278	-0.8486662083946435	0.29650165217915064	0.9020095700139333	0.035819672781118625	2.4614943723167495	-0.01637061008022709	-1.0625619799015071	0.01312402687295178	-0.14967003716921087	0.016406456192428663	'a-mudança-3-O-2'	2	'a'	'sa'	0	'mudança'	'O'	's'	'NA'	0	3	1	'ç'	'na'	'M'	'Locutor_0005M_M1_S'	0	0	1	1	0	0	0	0	0	0
317	317	5	1.2835328989862151	-0.8560047541742488	0.5942484958228279	1.946704871335164	-0.28730394631962575	1.2677189814943643	-0.20676261422627776	0.5653977829534113	0.20041558217283517	0.8448296953194306	0.2825138406970785	-0.8510736440718332	-0.5063564976508897	0.7103991492858756	-0.9126619146742613	-0.8210412082554444	-0.5032309165885279	0.34611210383938945	1.178924256357623	0.0235098242681347	1.301542489823859	-0.015559808826267951	-0.2803552751140231	-0.015367921899932963	0.1182276244460403	0.017388695399629835	'i-vida-2-T-0'	0	'i'	'vi'	0	'vida'	'T'	'v'	'NA'	0	2	1	'v'	'd'	'M'	'Locutor_0005M_M1_S'	0	1	1	1	0	0	0	0	0	0
318	318	5	-0.6241566687754826	-0.9610630511457458	-0.14844310817931497	0.8818902714201152	-0.1427872776576615	0.7181430951161433	-0.12529029851030038	0.5298267042304573	-0.6636298225744347	0.8501909475603898	-0.7311756938792089	-1.2183695611174292	-0.9960244151632973	-0.7313845202526829	-0.9126619146742613	-0.8210412082554444	-0.7939490637676819	-1.140234183402235	0.6950848916107376	0.028161662614846258	-0.5552266462086742	0.0021957126622209797	-1.0905005451216818	0.015398168278023453	-1.0352222961049917	-0.03500255016749549	'i-que-1-T-0'	0	'i'	'kɪ'	0	'que'	'T'	'k'	'NA'	0	1	1	'u'	'na'	'M'	'Locutor_0005M_M1_S'	0	0	0	0	0	0	0	0	0	0
319	319	5	-0.5460562775702306	-0.9554941622127051	-0.3111291094905425	1.5191832134527994	-0.007943693052219475	1.6123883071884286	0.5066419735096513	1.7520068468026806	-0.42461803848686813	1.9930354389027027	-0.39425437709181793	-1.2746050998488598	-0.9963673225961927	-0.7289155143388956	-0.9126619146742613	-0.8210412082554444	-0.8161832040590702	-0.9992855454161548	0.5855904671234957	-3.6851012955493743	0.4867496997607892	-0.0074948158651949445	-1.1485061213341687	0.008720536523210452	-0.8064904006865506	0.02264366900661034	'en-tempo-1-T-0'	0	'en'	'tẽɪ̃'	0	'tempo'	'T'	't'	'ɪ'	1	1	0	't'	'm'	'M'	'Locutor_0005M_M1_S'	0	0	1	0	0	1	1	0	1	1
320	320	5	0.6535903397900816	-0.7192651623063226	-0.49869989865991343	0.3552143409079693	1.0408788463520458	0.21569833212594058	0.6064192123679905	0.6502452089246813	0.06911435584436204	0.8739635693876069	0.08793236854842582	-0.7139221471546271	-0.8891225077057209	0.7876306871533925	-0.5254191837109983	1.4914792299122355	-0.6893603735381597	-0.0474086136885174	0.3947011678265212	-0.02087425315441265	1.0678311687190598	-0.01352370005663852	-0.599099560592446	-0.012690946900844498	-0.030802708017088475	0.01562425714404959	'u-tempo-2-O-2'	1	'u'	'pʊ'	0	'tempo'	'O'	'p'	'NA'	0	2	1	'p'	'na'	'M'	'Locutor_0005M_M1_S'	0	0	1	0	0	0	0	0	0	0
321	321	5	-0.6912575130063962	-0.39301286939937075	-0.18526715017786588	-0.3947446831799723	-0.14516254486413147	0.9942927681207653	0.0881880952566544	0.25261110692171634	0.645326582701777	0.3813463718104568	0.5882058588212293	-0.44598101209115104	-0.8807848203156712	0.6994296053479447	0.2267243267062711	0.5779086123922746	-0.579750044903443	-0.8401706124312661	0.909627448325165	0.025001522522683655	0.7360670263302108	-0.013228261506801203	0.7261776116177457	-0.019728337659716193	-0.8049102082911265	0.02279801836828193	'o-to-1-T-0'	0	'o'	'to'	0	'to'	'T'	't'	'NA'	0	1	1	't'	'na'	'M'	'Locutor_0005M_M1_S'	0	0	1	0	0	0	0	0	0	0
322	322	5	-0.4915534344009349	-0.9103824923870978	0.3155367565530412	0.006685816068986536	-0.0954248967856191	1.3594194636617642	-0.6779539179362426	0.8832461058118322	-0.38120429996175176	1.1626008719251217	-0.33642904138205076	-1.0926320667774592	-1.0609937595758434	-0.4795965987429238	-0.7082999838678554	0.9487526680819814	-0.8018525070137413	1.4966012616746218	0.39066737055149503	-0.015942776243312026	-0.01620761087801017	-0.007562918689249266	-0.6329120388194145	-0.004107043416735898	-0.9010818366970132	0.042632186266826216	'u-buscando-3-E-3'	0	'u'	'bus'	0	'buscando'	'E'	'b'	's'	1	3	1	'b'	's'	'M'	'Locutor_0005M_M1_S'	0	1	1	0	0	0	0	1	1	0
323	323	5	-0.5310554262832181	-0.546382646062558	0.30664045693634157	-0.18037181701442087	-0.5997889710068399	0.3586586807321037	0.033293925497234714	0.9081589849382977	-0.940619140780361	1.051911857478598	-0.7848047307676321	-0.6236908507102883	-0.9130608269510022	0.3309000241712116	1.3480296440312622	-0.26804927584102345	-0.7220500378514687	-0.9091810135135927	0.5088416480153197	-0.054847345467669936	-0.018044664572459988	-0.011586104599449991	0.03285151962559767	-0.01286210072561026	-0.8146436762702882	0.02058407791039699	'an-buscando-3-T-0'	1	'an'	'kɐ͂'	0	'buscando'	'T'	'k'	'NA'	1	3	0	'c'	'n'	'M'	'Locutor_0005M_M1_S'	0	0	0	0	0	0	0	0	0	0
324	324	5	-0.4552523509654481	-0.9021137564761671	0.11724384035308626	0.7685158652629901	1.275307975096692	1.5024983032682064	0.5923289210407641	1.950336276275983	0.38396674970727906	2.1591684846157113	0.3646816801405786	-0.7303090999105107	-0.9660211200274696	0.42722001943439575	0.11209872399806278	0.22986525398725358	-0.2950116492135142	0.5312828158899253	0.058790999612423456	-0.01122671949759545	2.0662426511477987	-0.014176268237792644	-1.0873392915954103	0.015536250066059092	-0.2239721604297825	0.015225437906147195	'a-pra-1-T-0'	0	'a'	'pɾa'	0	'pra'	'T'	'ɾ'	'NA'	0	1	1	'r'	'na'	'M'	'Locutor_0005M_M1_S'	0	1	1	0	0	0	0	0	0	0
325	325	5	-0.7298353328164023	-0.5236060082481026	-0.8992053267599509	2.1775370260013847	-0.8574995663328274	0.5452148467511164	0.1524873637284848	0.4298584872208876	1.854960098528186	0.5954704567953834	1.9955567298667296	-0.7241360334767784	-0.8495058425286371	-0.7313845202526829	1.4831161586083896	-0.4804773774761308	-0.5904349095245214	0.2767276524509379	0.5932752019380785	0.024163802014470503	-0.329482975827416	-0.001347604202723755	-1.3626806632473836	0.008602466658316871	-0.668648805426961	0.034091999138968224	'in-mim-1-T-0'	0	'in'	'mĩ'	0	'mim'	'T'	'm'	'NA'	1	1	1	'm'	'm'	'M'	'Locutor_0005M_M1_S'	0	1	1	0	1	0	0	0	0	0
326	326	5	-0.3704059522352582	1.2294036256958751	0.596330132315769	-0.0722064338572982	0.6368933740005228	0.02146271587379524	0.5848730187389783	-0.35395575110497574	1.4798165341367275	-0.7842455861023556	1.7271736765106205	0.3609669205181558	0.9341508958986974	-0.12153401181800472	0.6712682831324143	-0.3263080001306277	-0.38878112083765315	0.540773512538838	0.8181797685139063	0.025682525023159607	0.1627438995102588	-0.009607234941607829	0.66279485074239	-0.022124153459527677	0.6477046213420115	0.008410431575902988	'a-ja-1-T-0'	0	'a'	'ʒa'	0	'ja'	'T'	'ʒ'	'NA'	0	1	1	'j'	'na'	'M'	'Locutor_0005M_M1_S'	0	1	1	1	0	0	0	0	0	0
327	327	5	-0.20808300616635872	-1.05532710967768	1.5427863577841228	-0.7302651353302891	2.458748952273893	0.39908914430405595	2.3962670214025725	0.4367641739121522	3.4329920288889806	0.7977217571298707	3.2137805310117025	-0.2448829480291906	-0.7402724215920542	0.023530608944672134	-0.9126619146742613	-0.8210412082554444	-0.5680665238302339	0.0050698332571380445	0.17531071980272	-0.01640623985664061	1.0402940025657847	-0.015112941182828075	0.476365372748825	-0.01919253521967931	-0.7673266283682663	0.03063717093177975	'un-algum-2-T-0'	1	'un'	'gũ'	0	'algum'	'T'	'g'	'NA'	1	2	1	'g'	'm'	'M'	'Locutor_0005M_M1_S'	0	1	0	0	0	0	0	0	0	0
328	328	5	-0.17329951772282545	-1.2592253039732777	2.1339947042967955	0.38919614453186197	2.5109237664320094	0.3349638916386493	0.009968320427257543	-0.40221595059487375	1.308449712895355	0.08687125900580855	0.7329673356043978	0.3088188571331527	-0.6494331783442565	-0.14134658687340593	-0.9126619146742613	-0.8210412082554444	-0.7389394413615316	-0.4821753627540629	0.3787993851915506	-0.04045265096745288	1.6643086039681816	-0.017347441421979314	-0.7220885834329193	-0.017571375671168992	1.0459449772218596	0.007986234768153043	'en-tempo-2-T-0'	0	'en'	'tẽɪ̃'	0	'tempo'	'T'	't'	'ɪ'	1	2	0	't'	'm'	'M'	'Locutor_0005M_M1_S'	0	0	1	0	0	1	1	0	1	1
329	329	5	-0.6602683559297059	-0.5500630773627425	-0.805398824984893	1.1475101329081516	-0.14124322926868763	0.519152777669899	-0.4912773717114485	1.353031767165147	-0.48163627263343595	1.4700080444088997	-0.5142437170193633	-1.5328312049688544	-1.690926926019844	-0.7313845202526829	-0.9091322828600292	1.493291933262515	-0.7262482636210988	0.8486949691577781	0.5863318326762977	0.0008368558906051579	-0.7056273927363526	-0.0220223524919917	-1.4680166735359397	-0.031049482572194812	-1.0333970257906864	0.0022714847737898875	'u-tempo-2-O-2'	1	'u'	'pʊ'	0	'tempo'	'O'	'p'	'NA'	0	2	1	'p'	'na'	'M'	'Locutor_0005M_M1_S'	0	0	1	0	0	0	0	0	0	0
330	330	5	-0.2965292857665752	-1.0830917124030566	0.4280260104713481	0.1819845582117804	2.844206155266445	0.7090582276716028	-0.29797763994760407	0.41754743551484086	2.5183670410568446	0.7899432604757133	2.4629637329401417	-0.29087365165533985	-0.5076212023544463	-0.027798952347102453	-0.9126619146742613	-0.8210412082554444	-0.5667793197571706	-0.49798700189517336	0.630855248400353	0.04285058159044843	1.71897816534657	-0.0157258298858262	-0.16700876314493382	-0.01760099476153245	-0.4404699788666788	0.01492756528698799	'un-numa-2-T-0'	0	'un'	'nũ'	0	'numa'	'T'	'n'	'NA'	0	2	1	'na'	'u'	'M'	'Locutor_0005M_M1_S'	0	1	1	0	1	0	0	0	0	0
331	331	5	-0.18083180760947848	2.201352483233189	-0.215120602143514	0.24665709895611287	-0.024145842810435525	0.38205845068337296	1.0687893438000862	-0.5643749221213992	0.46476784447366093	-1.339235098976334	0.7343831420218878	1.5140836710077687	-0.7727086664954547	-0.31181070440532854	-0.9126619146742613	-0.8210412082554444	-0.9039612172888813	-0.0016058038636141154	1.1545725424644577	0.010788076032359779	-0.7114056644242128	-1.321612183518109	1.0180537047772142	-0.025075175266084878	0.8740771697816881	0.006139516987073454	'a-numa-2-O-2'	1	'a'	'ma'	0	'numa'	'O'	'm'	'NA'	0	2	1	'm'	'na'	'M'	'Locutor_0005M_M1_S'	0	1	1	0	1	0	0	0	0	0
332	332	5	-0.7427909872290781	0.23716744149402869	-0.014433433871298628	1.172038450535994	-0.8503234155004743	0.5567964650847806	-0.7436045731093315	0.07276184142440821	1.597466374377683	-0.01916549577185125	1.5777554771775952	-0.9507441641814727	-0.8495058425286371	-0.7313845202526829	-0.9126619146742613	-0.8210412082554444	-0.5309916710206288	-0.5747087703204938	1.255271923576166	0.016122735182121917	-0.8259409751821127	-0.03564765289439077	-0.909868317301523	-0.005565218777057367	-0.3563151738139256	0.022409546440117906	'a-area-2-T-0'	1	'a'	'ɾɪ'	0	'area'	'T'	'ɾ'	'NA'	0	2	1	'a'	'e'	'M'	'Locutor_0005M_M1_S'	0	1	1	0	0	0	0	0	0	0
333	333	5	-0.6766781425677748	-1.5693231586800247	1.399718380369392	-0.9006511418198997	0.7666263831064074	0.5850010792485758	-0.48129700769152745	0.5072822814305539	-0.6207775917823635	1.0530364651464696	-0.820997515242318	-0.9322487422782235	-0.8495058425286371	-0.7313845202526829	-0.35649350639755234	1.3308904994374728	-0.7350011439459229	-1.4473818175925137	1.119359415572663	0.010788167799787455	-0.25020664150013117	-0.009179103009962417	0.5420959053800446	-0.015600049282251715	-0.9915737105552525	0.15290481370361353	'on-completamente-5-E-5'	0	'on'	'kõʊ̃'	0	'completamente'	'E'	'k'	'ʊ'	1	5	0	'c'	'm'	'M'	'Locutor_0005M_M1_S'	0	0	0	0	0	1	1	0	0	1
334	334	5	-0.3848787028910101	1.2656307294143072	-0.6893488704102171	1.1027272394168806	-0.8577940794418638	0.539872748293704	-0.2568312002084745	-0.7005721419614832	1.2227088947369695	-1.1222825158693384	1.5667775247233622	1.157085528903231	1.9888588031190226	-0.6100504603713243	1.533069300722266	-0.3195812169331413	-0.6372663678502876	-0.340465373301066	1.7810070096081607	0.0018646327783746251	-1.8377983322145326	-0.02790668120065429	0.823105737607703	-0.026624083339641523	1.9131026711715422	0.004403711535627116	'e-completamente-5-E-4'	1	'e'	'ple'	0	'completamente'	'E'	'l'	'NA'	0	5	1	'l'	't'	'M'	'Locutor_0005M_M1_S'	0	1	1	1	0	0	0	0	0	0
335	335	5	-0.5444524532455383	1.2593562016690092	0.2399028973312701	0.1804720404433542	0.40952394289196964	0.12819673095323839	1.861090303285337	0.19212735325760158	0.847264873782931	-0.2837229982826116	0.7950277215482715	1.0126693361758303	-0.7171120819321384	-0.7313845202526829	-0.9126619146742613	-0.8210412082554444	-0.6492735693983045	-0.4159053635279555	0.6584958795474384	0.020444881027128266	-0.6706213829631523	0.015068572847471269	-0.8448294937447293	0.0017599846452811872	-0.8291762889330317	0.029814626854730162	'a-completamente-5-E-3'	2	'a'	'ta'	0	'completamente'	'E'	't'	'NA'	0	5	1	't'	'm'	'M'	'Locutor_0005M_M1_S'	0	0	1	0	0	0	0	0	0	0
