	ID	Locutor	Duração	F01m	F01v	F02m	F02v	F03m	F03v	F04m	F04v	Fdm	Fdv	Intensidade	F0m	F0v	SHRm	SHRv	CPPm	CPPv	H12m	H12v	H24m	H24v	H42km	H42kv	H2k5km	H2k5kv	tag	Posiçao	Fonetica	Fonologica	Ditongo	Palavra	Tonicidade	Precedente	Seguinte	Fechada	Silabas	Oral	LetraPre	LetraSeg	Sexo	Arquivo	CLASS_00	CLASS_01	CLASS_02	CLASS_03	CLASS_04	CLASS_05	CLASS_06	CLASS_07	CLASS_08	CLASS_09
2988	2988	20	0.24024176993064034	2.643553650827576	0.22392095877479667	0.325566560436706	-0.4689210034853135	1.2220237734674664	0.29588863125180065	0.4774641948459678	-0.47867924348370905	-0.5260978109169022	-0.8033811663739963	1.431563567677477	-0.568926845755287	-0.47519720673894317	-0.20138617484745439	0.9627645070980374	-0.33905443128080953	-0.026335461919744237	0.5875664070913345	12.588087697320384	-0.4297465587238601	-0.009456387765769679	0.4589705923223131	-0.027142371334274242	0.7214765001689883	0.005611995718933138	'a-lá-1-T-0'	0	'a'	'la'	0	'lá'	'T'	'l'	'NA'	0	1	1	'l'	'na'	'M'	'Locutor_0020M_M1_S'	0	1	1	1	0	0	0	0	0	0
2989	2989	20	-0.7138872022854984	2.767075644916871	-0.8611889920294162	0.9205305853084506	-0.8447537362064741	-0.08238203180890609	0.18181455316981193	-1.4741069848378248	-1.082087361233612	-2.399741831897157	-1.0364997622215786	1.6107775451490824	-0.7807937363771204	-0.27331948717781834	-0.9126619146742613	-0.8210412082554444	0.025018535195284537	-0.9511905496510985	0.8431277755395732	0.006488013165878906	-0.03765377607083732	-0.009570456062291842	-0.9092874737868505	-0.01449449554918761	0.6905935699491428	0.009896211393256634	'a-na-1-T-0'	0	'a'	'na'	0	'na'	'T'	'n'	'NA'	0	1	1	'n'	'na'	'M'	'Locutor_0020M_M1_S'	0	1	1	0	1	0	0	0	0	0
2990	2990	20	-0.5439269746617201	-0.5238909541327876	0.01797686152937911	0.006541842451380392	2.976733022134897	0.3593779491594096	0.5981068933049305	-1.055195521635617	-0.3787887518907659	-0.7955705168513514	-0.44632821576036036	0.22327434035046723	-0.13355344181913933	-0.4744850147861221	1.3125251840786072	-0.03661553418146329	-0.3463003245596794	-0.39301626726163835	0.18662876834058756	-0.007578456937215829	0.3920080087639211	-0.015382618025889399	-0.25250230237175675	-0.017726062605688295	0.3021085289273729	0.013691640757245592	'i-China-2-T-0'	0	'i'	'ʃĩ'	0	'China'	'T'	'ʃ'	'NA'	0	2	1	'h'	'n'	'M'	'Locutor_0020M_M1_S'	0	0	1	1	0	0	0	0	0	0
2991	2991	20	-0.8482075156314907	0.6189219369820932	-0.6480826965191113	1.1272852692983977	-0.8115807807933898	1.874431316759936	-1.0042787200435725	0.5142281196302659	-1.258829151564274	0.2538205826328746	-1.3057666580119254	-0.7777414674301771	-0.8495058425286371	-0.7313845202526829	-0.9126619146742613	-0.8210412082554444	-0.4173387171274835	-0.38298886725962566	0.8778560133943205	0.013742170216765525	-0.5643806806098153	-0.010140127871202269	-0.37734374582388713	-0.009115120762907035	-0.4417385030984368	0.020549150776429985	'a-China-2-O-2'	1	'a'	'na'	0	'China'	'O'	'n'	'NA'	0	2	1	'n'	'na'	'M'	'Locutor_0020M_M1_S'	0	1	1	0	1	0	0	0	0	0
2992	2992	20	-0.7113221029495114	-1.3615229335478596	3.1048129223065604	-1.017233482728073	2.165815705416181	-0.9379682030419247	1.0619350752818593	-1.0688210079421403	0.007015017333107625	-0.4999142162087108	-0.72716531024985	-0.9616059952105351	-0.5175970847960867	-0.0698992219158526	-0.9126619146742613	-0.8210412082554444	-0.7719285809460785	-1.369081152724568	0.964883682634174	0.0049417275767234745	-0.18413053880505084	-0.016847357539875724	0.1851887162594025	-0.028549153698026665	1.7975694939095828	0.00446955025437546	'an-antiga-3-E-3'	0	'an'	'ɐ͂'	0	'antiga'	'E'	'NA'	'NA'	1	3	0	'na'	'n'	'M'	'Locutor_0020M_M1_S'	0	0	0	0	0	0	0	0	0	0
2993	2993	20	-0.036878070974527284	-1.0162758614549288	0.6060940202407993	2.1869715954254616	0.6241084561887024	1.5034947004014563	-0.027579329976611715	0.4582381085537231	-0.3668930077687265	0.8034589173007399	-0.5395769667116268	-1.0648579429764782	-0.5481887439433414	0.06318579951854493	0.7618484683262214	0.043466499513539425	-0.7697777983881012	0.02669976983788035	-0.11803830662060827	-0.0027019690337705743	1.5740831158149824	-0.017006159987156055	-0.06296719113426355	-0.018937610989692207	0.6649202973002842	0.00861897919983329	'i-antiga-3-T-0'	1	'i'	'ʧi'	0	'antiga'	'T'	'ʧ'	'NA'	0	3	1	't'	'g'	'M'	'Locutor_0020M_M1_S'	0	0	1	1	0	0	0	0	0	0
2994	2994	20	-0.4073719481570709	-0.7636826981589501	0.8906626830763347	1.039142263388265	0.7925598299599196	0.13603988395063663	0.4709460966464783	0.41947176781902823	1.6341526185164599	0.674137952664524	1.5753981152095042	-1.7228087254407722	-0.6265781796879747	-0.3579438599087432	-0.9126619146742613	-0.8210412082554444	-0.9794293631088679	0.2688497541888785	1.293454289966254	0.015897814737189788	1.027351469601206	-0.013404403669927258	-0.8515495556953414	-0.005070852829332259	0.11263361514594909	0.014879947981672838	'a-antiga-3-O-2'	2	'a'	'ga'	0	'antiga'	'O'	'g'	'NA'	0	3	1	'g'	'na'	'M'	'Locutor_0020M_M1_S'	0	1	0	0	0	0	0	0	0	0
2995	2995	20	-0.14295568329125138	1.5997733558194804	0.145012524734392	0.10621569539554342	-0.2204788189814724	1.2894220664849099	0.6451328544699498	0.8646993690615887	-0.16658869589860084	0.22097534366755245	-0.19005663123147695	1.265443876014364	-0.30924283169528516	-0.47665504176333023	-0.335282235643427	0.724203110181133	-0.6066249771561072	-0.051299435781824304	0.28554307617921765	-0.048431430150662716	-1.0154806134492562	-0.04064124732809751	1.7634818396339431	-0.02552492846081309	-0.04020128018978753	0.013977105681800552	'au-sinal-2-T-0'	1	'au'	'naʊ'	1	'sinal'	'T'	'n'	'NA'	1	2	1	'n'	'na'	'M'	'Locutor_0020M_M1_S'	0	1	1	0	1	0	0	0	0	0
2996	2996	20	-0.7155111528528794	-0.20422536494538804	-0.14158955500147113	-0.8899273824604592	-0.17255345532624325	0.3171422371347197	1.6930130636462761	0.11449557394562741	0.31324536427417915	0.18245216391662678	0.20286822008121894	0.5767211761154364	-0.07658769507683545	-0.11201342340074401	0.8829320989841944	0.19414585230312584	-0.21158711623817886	0.7628705805834602	-0.11273869732272022	-0.0010285853336739082	-0.11064848191808621	-0.018544930000211308	2.3777787270659725	-0.02935184970300381	-0.37510449728464174	0.009588683509347383	'u-o-1-T-0'	0	'u'	'o'	0	'o'	'T'	'NA'	'NA'	0	1	1	'na'	'na'	'M'	'Locutor_0020M_M1_S'	0	0	0	0	0	0	0	0	0	0
2997	2997	20	-0.3043045483330075	1.617465274196994	0.7819717427584846	0.5780526802154775	-0.1531805142227226	0.5919814099101656	1.6582528773256844	0.518054757144911	1.0927138277015371	-0.11026327710985198	1.1799458684128994	-0.2755876666288866	-0.29872121401444995	-0.33951295053298	-0.9126619146742613	-0.8210412082554444	-0.5350026677890539	-0.38731989114965215	0.9327991364187042	0.043475230616711456	-0.8451719481973679	-0.0549942045090654	1.3470986064215578	-0.028702661338663227	0.6244134440497066	0.005691223057308616	'a-lá-1-T-0'	0	'a'	'la'	0	'lá'	'T'	'l'	'NA'	0	1	1	'l'	'na'	'M'	'Locutor_0020M_M1_S'	0	1	1	1	0	0	0	0	0	0
2998	2998	20	-0.5508477700800962	-0.18820277824988152	1.3765457675876875	0.32442014889292353	1.5568409383622834	0.48075643176573274	0.8092730941079297	0.8192475217525803	1.1556874705419822	0.836739183111004	0.6182333609250593	-2.1285097991280395	-0.17576879227875292	-0.5704391568898365	-0.9126619146742613	-0.8210412082554444	-0.2264099373596021	0.28713886582412973	1.3546601840803125	0.003218794567341211	-0.22583983230552152	-0.012158978783961492	1.0249314890732582	-0.025848850647714857	0.5644482624302706	0.007054002927518945	'E-né-1-T-0'	0	'E'	'nɛ'	0	'né'	'T'	'n'	'NA'	0	1	1	'n'	'na'	'M'	'Locutor_0020M_M1_S'	0	1	1	0	1	0	0	0	0	0
2999	2999	20	-0.4587171523512659	0.7938187203580432	-0.5517993153679708	-0.891740769734989	-0.6809776768651697	1.0823879976937356	-0.8532946444180947	0.1377616190618243	-1.0688552710145809	-0.16323772168980746	-0.9344981815565715	0.2652900330531996	1.9685284358340276	-0.49717765784251056	0.251048529918054	-0.06726549302966706	-0.7933353245770004	-0.4306918350837549	0.8676837821601624	0.008394544828810798	-1.6612383055773112	-0.028311765138598913	2.297528592295082	-0.02272421455841378	-0.6663215880513721	0.0119245033806461	'o-como-2-T-0'	0	'o'	'kõ'	0	'como'	'T'	'k'	'NA'	0	2	0	'c'	'm'	'M'	'Locutor_0020M_M1_S'	0	0	0	0	0	0	0	0	0	0
3000	3000	20	2.3858911189119607	-0.9232957626775335	-0.2909669253823516	-1.519329572947789	-0.152193676183871	0.2849666909420347	0.058997335405597574	0.09526364471844437	-0.4737721250842674	0.4292015962314585	-0.5048909971283879	-1.129695464362127	-0.4411178120056663	1.0775324426104353	-0.9126619146742613	-0.8210412082554444	-0.7271167972277003	-0.011339983481346091	0.47053704271022756	-0.05645316040043506	0.20901012840652045	-0.01623501346934819	2.3436444038899307	-0.02885535167874898	-1.096079696894769	-0.09321786400956143	'u-como-2-O-2'	1	'u'	'mʊ'	0	'como'	'O'	'm'	'NA'	0	2	1	'm'	'na'	'M'	'Locutor_0020M_M1_S'	0	1	1	0	1	0	0	0	0	0
